shopify_order_id,order_name,created_at,price,quantity,city,state,country,currency_code,financial_status,fulfillment_status,brand,channel,platform
gid://shopify/Order/7246810546473,#261968,2026-03-26T16:34:44Z,1966.0,3,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246810415401,#261967,2026-03-26T16:34:36Z,2954.0,3,Gurgaon,Haryana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246809923881,#261964,2026-03-26T16:34:26Z,7037.0,5,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246808056105,#261960,2026-03-26T16:32:54Z,1657.0,1,Nashik,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246807269673,#261958,2026-03-26T16:32:15Z,2822.0,3,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246807040297,#261956,2026-03-26T16:32:08Z,2744.0,2,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246807007529,#261955,2026-03-26T16:32:07Z,6513.0,5,Chennai,"Tamil Nadu",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246806548777,#261954,2026-03-26T16:31:52Z,4181.0,3,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246806253865,#261953,2026-03-26T16:31:43Z,1493.0,2,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246805598505,#261950,2026-03-26T16:31:25Z,983.0,1,Hyderabad,Telangana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246805565737,#261949,2026-03-26T16:31:25Z,4361.0,3,Hyderabad,Telangana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246804943145,#261947,2026-03-26T16:30:53Z,2251.0,2,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246804386089,#261944,2026-03-26T16:30:30Z,1262.0,1,Gurugram,Haryana,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246804353321,#261943,2026-03-26T16:30:30Z,5973.0,9,Chennai,"Tamil Nadu",India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246803960105,#261942,2026-03-26T16:30:21Z,998.0,1,Bengaluru,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246802747689,#261940,2026-03-26T16:29:37Z,1001.0,1,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246800617769,#261935,2026-03-26T16:28:13Z,1660.0,1,Mumbai,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246800290089,#261934,2026-03-26T16:28:02Z,3205.0,4,Kodagu,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246799798569,#261933,2026-03-26T16:27:41Z,3778.0,3,Bangalore,Karnataka,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246799110441,#261930,2026-03-26T16:27:17Z,1407.0,1,Bangalore,Karnataka,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246798913833,#261929,2026-03-26T16:27:09Z,2066.0,2,Gwalior,"Madhya Pradesh",India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246797537577,#261925,2026-03-26T16:26:24Z,6522.0,5,"North West Delhi",Delhi,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246797013289,#261923,2026-03-26T16:25:57Z,2731.0,2,Bangalore,Karnataka,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246796390697,#261920,2026-03-26T16:25:27Z,14044.0,13,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246796325161,#261919,2026-03-26T16:25:27Z,3717.0,4,Bangalore,Karnataka,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246795702569,#261917,2026-03-26T16:25:10Z,1784.0,1,Bangalore,Karnataka,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246795538729,#261915,2026-03-26T16:25:05Z,2837.0,3,Bengaluru,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246795505961,#261914,2026-03-26T16:25:05Z,2700.0,3,Pune,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246795374889,#261913,2026-03-26T16:24:57Z,4385.0,3,Lathikata,Odisha,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246795112745,#261911,2026-03-26T16:24:51Z,3151.0,3,Surat,Gujarat,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246794948905,#261910,2026-03-26T16:24:45Z,1838.0,2,Ahmedabad,Gujarat,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246794850601,#261909,2026-03-26T16:24:42Z,1949.0,2,Agartala,Tripura,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246794391849,#261907,2026-03-26T16:24:20Z,3321.0,3,Ahmedabad,Gujarat,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246794359081,#261906,2026-03-26T16:24:20Z,3657.0,4,Gurgaon,Haryana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246793572649,#261905,2026-03-26T16:23:40Z,2708.0,3,Chandigarh,Chandigarh,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246793212201,#261904,2026-03-26T16:23:20Z,4438.0,5,Visakhapatnam,"Andhra Pradesh",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246793179433,#261903,2026-03-26T16:23:18Z,6233.0,6,"मुंबई",Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246791999785,#261901,2026-03-26T16:22:43Z,2142.0,1,Dhanbad,Jharkhand,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246791409961,#261899,2026-03-26T16:22:29Z,7514.0,8,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246790951209,#261898,2026-03-26T16:22:16Z,3380.0,3,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246790918441,#261897,2026-03-26T16:22:13Z,999.0,1,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246790689065,#261896,2026-03-26T16:22:04Z,2079.0,1,Nashik,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246790590761,#261895,2026-03-26T16:22:02Z,2439.0,3,Bhiwadi,Rajasthan,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246790197545,#261894,2026-03-26T16:21:47Z,4584.0,3,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246790000937,#261893,2026-03-26T16:21:39Z,1873.0,2,Hooghly,"West Bengal",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246789968169,#261892,2026-03-26T16:21:39Z,1406.0,1,Mumbai,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246788460841,#261888,2026-03-26T16:20:31Z,6159.0,5,"South Goa",Goa,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246787608873,#261886,2026-03-26T16:20:06Z,3215.0,3,Medak,Telangana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246787412265,#261884,2026-03-26T16:19:54Z,2625.0,4,Navsari,Gujarat,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246787215657,#261881,2026-03-26T16:19:48Z,1695.0,2,Panchkula,Haryana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246786363689,#261879,2026-03-26T16:19:21Z,3657.0,3,"East Delhi",Delhi,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246785610025,#261877,2026-03-26T16:18:59Z,10356.0,9,"Imphal West",Manipur,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246785347881,#261876,2026-03-26T16:18:53Z,1212.0,1,Mumbai,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246784790825,#261875,2026-03-26T16:18:35Z,3625.0,4,Mumbai,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246784561449,#261874,2026-03-26T16:18:25Z,1407.0,1,Kurnool,"Andhra Pradesh",India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246784037161,#261872,2026-03-26T16:18:02Z,5644.0,4,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246783611177,#261871,2026-03-26T16:17:47Z,1980.0,1,Thane,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246783447337,#261870,2026-03-26T16:17:42Z,12867.0,12,Bengaluru,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246782464297,#261867,2026-03-26T16:17:07Z,3483.0,5,"West Delhi",Delhi,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246782365993,#261866,2026-03-26T16:17:06Z,3089.0,3,Mohali,Punjab,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246782136617,#261865,2026-03-26T16:16:58Z,3370.0,3,"Gautam Buddha Nagar","Uttar Pradesh",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246781415721,#261862,2026-03-26T16:16:38Z,4828.0,4,"Navi Mumbai",Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246780662057,#261858,2026-03-26T16:16:11Z,6368.0,5,"East Godavari","Andhra Pradesh",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246780465449,#261856,2026-03-26T16:16:01Z,12549.0,13,Pune,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246779875625,#261852,2026-03-26T16:15:47Z,10920.0,12,"Gautam Buddha Nagar","Uttar Pradesh",India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
